OG	raw_p	FDR_p	Socmean-Solmean	taxa
OG_14240	0.1614	0.5719	-12.8	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13273	0.1616	0.5724	-3.571	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15964	0.1618	0.5728	36.25	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13316	0.1618	0.5728	-2.067	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14020	0.162	0.573	139.3	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15809	0.1623	0.5737	1.785	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16635	0.1625	0.574	0.6621	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17206	0.1626	0.574	53.29	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU
OG_12966	0.1626	0.574	0.02858	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15182	0.1627	0.574	14.66	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17879	0.1627	0.574	-6.891	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17069	0.1629	0.5741	6.156	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11676	0.1629	0.5741	-2.614	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18032	0.163	0.5741	11.01	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18580	0.1631	0.5741	31.63	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10412	0.1634	0.5741	-4.105	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12194	0.1635	0.5741	-5.743	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13818	0.1635	0.5741	-1.165	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12163	0.1635	0.5741	7.909	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14010	0.1636	0.5741	4.182	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15412	0.1637	0.5741	-2.621	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13565	0.1637	0.5741	-3.789	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14207	0.1638	0.5741	-4.444	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11633	0.1639	0.5741	-1.612	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13805	0.164	0.5741	-1.784	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18945	0.164	0.5741	22.06	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18579	0.164	0.5741	7.878	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17913	0.1641	0.5741	-3.809	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17575	0.1641	0.5741	-1.783	AAUR,APUR,AVIR,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17700	0.1642	0.5741	5.192	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16425	0.1643	0.5741	-6.384	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14718	0.1643	0.5741	2.99	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11344	0.1645	0.5741	-1.843	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16314	0.1646	0.5741	4.807	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11834	0.1646	0.5741	-1.036	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16226	0.1646	0.5741	0.05207	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12212	0.1647	0.5741	-5.579	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12716	0.1647	0.5741	-1.585	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13046	0.1648	0.5741	-195.6	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13962	0.1649	0.5741	-6.557	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14911	0.165	0.5741	83.69	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14316	0.1651	0.5741	-39.15	AAUR,APUR,AVIR,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12553	0.1651	0.5741	4.59	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13700	0.1654	0.5744	2.237	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18928	0.1654	0.5744	61.65	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13643	0.1654	0.5744	-2.452	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12443	0.1656	0.5745	2.319	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12280	0.1656	0.5745	-11.61	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LPAU,LVIE
OG_15876	0.1658	0.5745	17.2	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18218	0.1658	0.5745	-9.973	APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12898	0.1658	0.5745	33.6	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12811	0.1659	0.5746	-51.63	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13190	0.1661	0.5746	-4.635	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12589	0.1661	0.5746	9.015	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15801	0.1664	0.5746	2.342	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10013	0.1664	0.5746	0.09296	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11364	0.1664	0.5746	1.568	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18748	0.1665	0.5746	5.723	AAUR,APUR,AVIR,HLIG,LFIG,LMAR,LPAU,LVIE
OG_11048	0.1666	0.5746	0.7946	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18799	0.1666	0.5746	1.127	APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12164	0.1666	0.5746	-0.9987	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13551	0.1667	0.5746	-5.087	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14773	0.167	0.5753	2.021	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16561	0.1673	0.5753	3.376	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14302	0.1675	0.5753	-4.53	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16173	0.1676	0.5753	10.75	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11071	0.1676	0.5753	1.132	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16633	0.1676	0.5753	28.19	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17726	0.1677	0.5753	-19.99	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LVIE
OG_16722	0.1678	0.5753	-2.204	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13789	0.1678	0.5753	-6.378	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14684	0.1679	0.5753	-0.1314	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16833	0.168	0.5753	-53.76	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14167	0.1681	0.5753	-4.779	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11552	0.1681	0.5753	-2.708	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11635	0.1682	0.5753	-8.054	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11077	0.1682	0.5753	-13.11	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14123	0.1683	0.5753	-3.584	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11509	0.1683	0.5753	3.946	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_19302	0.1683	0.5753	20.47	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14560	0.1684	0.5753	1.601	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15749	0.1685	0.5753	3.808	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15355	0.1685	0.5753	18.51	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12327	0.1685	0.5753	-0.8283	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17033	0.1686	0.5753	-7.084	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10338	0.1688	0.5759	-3.862	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13546	0.1691	0.5763	2.623	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13149	0.1691	0.5763	8.844	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12507	0.1693	0.5767	-6.566	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14992	0.17	0.5777	4.391	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12476	0.17	0.5777	-0.9254	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15648	0.1701	0.5777	0.3633	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11443	0.1701	0.5777	4.66	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12379	0.1701	0.5777	1.374	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15525	0.1702	0.5777	-2.738	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18390	0.1702	0.5777	2.782	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LVIE
OG_15317	0.1702	0.5777	-10.44	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18423	0.1703	0.5777	8.929	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16113	0.1704	0.5777	-4.473	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13677	0.1705	0.5777	32.64	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17513	0.1705	0.5777	-0.9675	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LVIE
OG_14161	0.1707	0.5781	4.157	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16203	0.1707	0.5781	-7.259	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18052	0.171	0.5785	6.858	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13283	0.171	0.5785	5.318	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17252	0.1712	0.5787	0.04656	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13185	0.1712	0.5787	-8.179	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11846	0.1714	0.579	-22.06	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13771	0.1717	0.579	-3.479	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17114	0.1717	0.579	3.924	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LPAU,LVIE
OG_16386	0.1717	0.579	4.768	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15632	0.1718	0.579	4.82	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17790	0.1718	0.579	-5.982	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10709	0.1719	0.579	-0.9165	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13897	0.172	0.579	13.21	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18871	0.172	0.579	3.773	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12591	0.1721	0.579	-0.684	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12756	0.1723	0.5795	-1.93	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18582	0.1724	0.5795	51.25	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13179	0.1725	0.5796	13.72	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15698	0.1726	0.5797	10.31	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15791	0.1729	0.5798	-0.02084	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11751	0.173	0.5798	-1	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LPAU,LVIE
OG_10433	0.173	0.5798	-0.3889	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16406	0.1731	0.5798	3.535	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11096	0.1732	0.5798	-3.733	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13117	0.1732	0.5798	-4.23	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14309	0.1732	0.5798	-20.06	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16659	0.1733	0.5798	26.26	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16250	0.1733	0.5798	23.75	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13111	0.1734	0.5798	15.93	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14738	0.1737	0.5805	0.651	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11371	0.1739	0.5808	3.473	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16016	0.174	0.5808	8.777	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11221	0.1741	0.5808	2.817	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10928	0.1743	0.5808	-0.7505	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13900	0.1745	0.5808	-11.86	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14374	0.1745	0.5808	17.74	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14137	0.1746	0.5808	2.007	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13598	0.1747	0.5808	31.12	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16232	0.1748	0.5808	16.77	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16387	0.1748	0.5808	0.2803	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14317	0.1748	0.5808	18.39	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11684	0.1749	0.5808	21.41	AAUR,APUR,AVIR,HLIG,LFIG,LMAR,LPAU,LVIE
OG_14712	0.1749	0.5808	-0.09113	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12582	0.1751	0.5808	3.902	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12183	0.1752	0.5808	-4.542	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13602	0.1753	0.5808	-2.405	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18458	0.1753	0.5808	12.08	AAUR,APUR,AVIR,HLIG,LFIG,LMAR,LPAU,LVIE
OG_11849	0.1753	0.5808	-3.109	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16803	0.1754	0.5808	14.09	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10230	0.1755	0.5808	1.043	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15221	0.1756	0.5808	8.383	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17325	0.1756	0.5808	-4.909	AAUR,APUR,AVIR,HLIG,LFIG,LMAR,LPAU,LVIE
OG_16151	0.1757	0.5808	-3.736	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10795	0.1757	0.5808	6.47	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15415	0.1758	0.5808	8.121	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17495	0.176	0.5808	4.817	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12941	0.176	0.5808	3.547	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11270	0.176	0.5808	-1.384	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14359	0.1761	0.5808	-2.998	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13467	0.1761	0.5808	2.876	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10626	0.1761	0.5808	-2.307	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12505	0.1763	0.5808	4.63	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15973	0.1764	0.5808	-4.437	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10355	0.1764	0.5808	-18.35	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17375	0.1764	0.5808	3.188	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13978	0.1765	0.5808	2.169	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14700	0.1768	0.5819	-37.69	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10838	0.1771	0.582	-2.399	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18680	0.1771	0.582	-6.445	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15150	0.1771	0.582	6.89	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LVIE
OG_17796	0.1773	0.582	4.956	AAUR,APUR,AVIR,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17682	0.1774	0.582	18.2	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18129	0.1774	0.582	5.56	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_18731	0.1774	0.582	0.554	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LVIE
OG_12955	0.1775	0.582	1.223	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14203	0.1776	0.582	-0.8528	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16891	0.1776	0.582	3.405	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11247	0.1778	0.5821	-186.5	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14182	0.1778	0.5821	-2.955	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10212	0.1779	0.5821	2.896	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11872	0.178	0.5821	0.4156	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15565	0.1781	0.5821	-24.07	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15194	0.1782	0.5821	50	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11766	0.1782	0.5821	0.992	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10520	0.1783	0.5821	-0.01241	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_19070	0.1784	0.5821	43.36	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_11768	0.1787	0.5831	4.441	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14751	0.1788	0.5831	-7.296	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14931	0.1789	0.5831	1.376	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15454	0.1791	0.5834	-4.961	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_19032	0.1791	0.5834	-19.98	AAUR,APUR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15736	0.1792	0.5836	8.767	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13088	0.1794	0.5836	0.4711	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14367	0.1795	0.5836	1.759	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17209	0.1796	0.5836	0.132	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13644	0.1796	0.5836	-2.662	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15477	0.1797	0.5836	-0.6595	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_17983	0.1797	0.5836	0.152	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13907	0.1799	0.5837	1.783	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16491	0.1799	0.5837	12.08	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13863	0.18	0.5838	0.4405	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12768	0.1804	0.585	-1.854	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12180	0.1807	0.5857	85.2	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_12926	0.1809	0.5858	63.17	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14443	0.181	0.5862	0.9035	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15475	0.1812	0.5864	2.008	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_10604	0.1813	0.5864	5.837	AAUR,APUR,AVIR,HLIG,LLEU,LMAR,LPAU,LVIE
OG_15606	0.1813	0.5864	-39.99	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15279	0.1814	0.5864	-1.181	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16303	0.1815	0.5864	0.9021	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_13581	0.1816	0.5864	9.64	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_14689	0.1818	0.5868	0.619	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15579	0.1819	0.5868	2.705	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15593	0.1819	0.5868	-11.61	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_15471	0.1824	0.5878	10.42	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16184	0.1824	0.5878	3.254	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
OG_16153	0.1824	0.5878	-3.224	AAUR,APUR,AVIR,HLIG,LFIG,LLEU,LMAR,LPAU,LVIE
