APUR	AAUR	AVIR	HLIG	LLEU	LFIG	LMAR	LPAU	LVIE	LMAL	LCAL
OG_15993	17.3397497422574	53.9015542457665	23.2443449333786	24.8712994411057	25.2699688683954	22.5679052279246	14.1513292051828	22.887430500783	28.8095015726177	30.6787725079694	26.9715341284898
OG_15992	4.01069184477243	15.4174993528758	11.1834962374816	2.02544120676785	11.9978794002852	11.6127733397896	13.1503702853669	13.9927791256264	10.1507705711657	11.7195172012608	7.66708831920203
OG_15991	4.9939279825531	8.99665646654368	12.9317214039393	13.2171300998644	12.5451271344732	11.9567671227975	19.6525694265683	20.2259349575343	12.4604050783228	19.4920349919701	15.9327753262519
OG_15990	20.3218994828339	16.1093363681681	16.0963598078949	6.43822098966005	6.32039116672999	8.34314344666719	7.87647379919072	10.0183480365628	8.33662640117795	5.4099021474382	8.51226131372473
OG_15997	20.0735353217257	19.246498179429	71.4813088092568	48.3835379090689	37.278838230953	65.7422576411082	68.2017936540353	76.2719964346282	63.7863283531038	40.8560128200149	45.923918650451
OG_15996	3.59438344535237	3.97970845273544	47.4789783274529	2.93045414479138	20.494349814755	6.70615907668703	5.7339785332097	5.47017299565834	4.77452739391478	4.53373518148403	3.61567114959147
OG_15995	82.7674319877109	66.3823562018194	118.463559604464	187.34084896554	146.361337703965	191.578764131858	169.056304174294	182.841400603574	173.367383456086	187.454950745044	393.276842565851
OG_15994	3.40261255021603	4.45664647920827	4.86195397104246	6.125323912127	6.49802688538866	6.51848121494526	6.01938369690936	9.11055923303564	6.6278103316726	7.1690275756576	6.32876945313077
OG_13890	20.36459214909	29.9788338386732	7.01489657657521	8.8895606199508	4.01085035786232	12.4568324366929	10.6980556489891	9.96704430158164	5.69148105445521	4.49932629085439	8.36436570057503
OG_15999	7.811009844839	10.3737707388146	10.4632365782387	4.34893030671326	6.61011010018671	10.1902696329002	23.8785550315942	11.8953577321079	3.71223477766767	18.0191646074511	36.5769495384482
