OG	Name.AAUR	Sociality.AAUR	antTPM.AAUR	headTPM.AAUR	dufTPM.AAUR	abdTPM.AAUR	Name.APUR	Sociality.APUR	antTPM.APUR	headTPM.APUR	dufTPM.APUR	abdTPM.APUR	Name.LCAL	Sociality.LCAL	antTPM.LCAL	headTPM.LCAL	dufTPM.LCAL	abdTPM.LCAL	Name.LFIG	Sociality.LFIG	antTPM.LFIG	headTPM.LFIG	dufTPM.LFIG	abdTPM.LFIG	Name.LLEU	Sociality.LLEU	antTPM.LLEU	headTPM.LLEU	dufTPM.LLEU	abdTPM.LLEU	Name.LMAR	Sociality.LMAR	antTPM.LMAR	headTPM.LMAR	dufTPM.LMAR	abdTPM.LMAR	Name.LPAU	Sociality.LPAU	antTPM.LPAU	headTPM.LPAU	dufTPM.LPAU	abdTPM.LPAU	Name.LVIE	Sociality.LVIE	antTPM.LVIE	headTPM.LVIE	dufTPM.LVIE	abdTPM.LVIE	TPMmax.8sp	TPMmax.4social	TPMmax.4solitary	tau.8sp4tissues	tau.4soc4tissues	tau.4sol4tissues
OG_15845	AAUR_06298-RA	soc	4.2344	2.2037	0.4504	1.1558	APUR_03887-RA	sol	4.5892	1.6084	0.4429	1.1058	LCAL_07133-RA	soc	3.9691	1.604	1.5208	1.2613	LFIG_04538-RA	sol	4.329	2.5105	1.0227	2.6138	LLEU_06600-RA	sol	3.7871	1.9949	3.4472	2.6729	LMAR_02136-RA	soc	6.8676	2.6798	0.2379	1.4226	LPAU_09274-RA	soc	2.4351	2.0461	0.9887	0.5922	LVIE_01699-RA	sol	2.0374	1.0241	0.4751	1.08	6.8676	6.8676	4.5892	0.7109	0.7398	0.562
OG_13311	AAUR_08765-RC	soc	13.0376	9.5344	12.8622	11.186	APUR_10913-RA	sol	12.794	9.7841	6.3335	10.133	LCAL_09434-RA	soc	22.3358	10.5932	11.8871	12.2959	LFIG_09490-RA	sol	13.9118	6.8109	15.3624	7.3979	LLEU_09271-RA	sol	19.383	16.8749	17.5741	15.7346	LMAR_08856-RA	soc	16.7214	12.8047	24.1724	10.1283	LPAU_08306-RC	soc	13.1782	7.9163	11.735	11.3172	LVIE_04163-RA	sol	14.4016	9.1672	12.7935	7.9849	24.1724	24.1724	19.383	0.4876	0.4828	0.391
OG_16868	AAUR_07706-RA	soc	0	4.2424	0	0.2416	APUR_00217-RA	sol	0	4.2364	0.0283	0.1021	LCAL_08003-RA	soc	2.9358	1.4628	0	0.1748	LFIG_08160-RA	sol	0.5616	1.3797	0.3154	0.155	LLEU_10461-RA	sol	0.5308	2.4998	0	0.0037	LMAR_09908-RA	soc	1.9253	1.0711	0	0.369	LPAU_04119-RA	soc	1.2238	1.1944	0.363	0.4816	LVIE_07967-RA	sol	0.0499	1.786	0	0.1177	4.2424	4.2424	4.2364	0.8235	0.8202	0.8815
OG_15373	AAUR_05473-RA	soc	18.7135	2.7656	0	0.6422	APUR_02478-RA	sol	84.688	6.5499	0.404	2.9308	LCAL_02922-RA	soc	24.2691	3.5891	0.0443	1.1864	LFIG_07217-RA	sol	14.0937	10.9306	1.0499	6.1353	LLEU_06163-RA	sol	22.009	2.7164	0.7435	3.5979	LMAR_08975-RA	soc	25.6045	3.8902	0.7018	0.7665	LPAU_18947-RA	soc	132.8225	18.5682	0.5578	6.5412	LVIE_05294-RA	sol	23.8347	10.544	1.7227	2.4141	132.8225	132.8225	84.688	0.9266	0.9459	0.9137
OG_16263	AAUR_02294-RA	soc	24.885	10.2122	17.1317	69.0645	APUR_01794-RA	sol	49.344	14.4328	5.4028	44.7439	LCAL_05116-RA	soc	32.6704	16.1723	21.0446	75.8715	LFIG_10582-RB	sol	25.2608	16.128	32.6945	54.5588	LLEU_04454-RA	sol	35.9389	27.0108	9.2908	112.1494	LMAR_09299-RA	soc	19.6994	16.9748	24.2784	66.129	LPAU_01624-RA	soc	22.8914	7.1349	36.1556	29.8729	LVIE_12084-RA	sol	27.434	8.2628	27.0527	57.9129	112.1494	75.8715	112.1494	0.7337	0.6359	0.7411
OG_10468	AAUR_06893-RA	soc	0	14.8655	0	0.3703	APUR_11632-RA	sol	0	19.411	0	0.4505	LCAL_06791-RA	soc	0	11.9227	0	0.0928	LFIG_00458-RA	sol	0	15.3429	0	0.0099	LLEU_01158-RA	sol	0	10.3498	0.0438	0.0037	LMAR_06106-RA	soc	0	20.0854	0	0.0045	LPAU_01780-RA	soc	0	6.4315	0	0.0078	LVIE_11162-RA	sol	0	13.886	0.6393	0.1816	20.0854	20.0854	19.411	0.849	0.8882	0.8595
OG_11378	AAUR_01164-RA	soc	613.2995	383.319	462.5189	417.8371	APUR_04794-RA	sol	477.6437	218.7609	492.6027	218.3096	LCAL_01739-RA	soc	695.1771	436.1038	719.064	496.7532	LFIG_01596-RA	sol	850.1465	282.3567	505.4886	241.9879	LLEU_03433-RA	sol	475.2068	391.5776	810.7113	463.4308	LMAR_00509-RA	soc	465.3978	469.7584	322.2759	395.1727	LPAU_05823-RA	soc	679.7067	462.1479	703.4698	493.8506	LVIE_02871-RA	sol	1169.8201	669.6954	719.064	624.8657	1169.8201	719.064	1169.8201	0.5682	0.3049	0.5759
OG_13724	AAUR_01053-RA	soc	170.314	222.4078	116.8662	113.8384	APUR_05908-RB	sol	57.2797	100.3085	96.1029	67.912	LCAL_01394-RA	soc	300.4946	395.6416	152.7142	211.6815	LFIG_02013-RA	sol	201.9637	248.2059	130.8397	146.8306	LLEU_03499-RA	sol	280.5075	332.8964	208.0615	257.756	LMAR_00114-RA	soc	369.6832	351.872	116.8662	203.9302	LPAU_01100-RB	soc	276.18	286.8472	227.3305	256.7222	LVIE_04994-RA	sol	225.6198	299.2747	162.4364	134.8139	395.6416	395.6416	332.8964	0.484	0.4308	0.4757
OG_10698	AAUR_04016-RA	soc	9.9512	25.8522	10.3054	12.0885	APUR_10392-RA	sol	12.4771	19.4481	9.7696	9.4083	LCAL_11415-RA	soc	4.5892	42.2526	0.2996	41.5291	LFIG_04955-RA	sol	19.4495	23.1337	11.5298	13.9454	LLEU_01953-RA	sol	18.5734	32.4142	11.2389	19.6591	LMAR_11999-RA	soc	9.8246	11.222	63.6166	5.9439	LPAU_10477-RA	soc	19.6512	24.0919	13.0069	14.7325	LVIE_01433-RA	sol	16.2498	20.3864	21.5542	12.6412	63.6166	63.6166	32.4142	0.7377	0.7429	0.5075
OG_15999	AAUR_06585-RA	soc	11.9045	11.6813	1.0786	8.7922	APUR_04167-RA	sol	3.9466	9.2522	5.9463	8.7922	LCAL_07080-RA	soc	19.2605	38.4394	9.576	32.7218	LFIG_04598-RA	sol	4.1923	11.0921	2.131	16.1305	LLEU_06854-RA	sol	1.3682	8.002	1.7545	57.6869	LMAR_02079-RA	soc	24.3743	24.6451	1.4865	23.1182	LPAU_09328-RA	soc	22.896	11.3167	9.1127	17.4934	LVIE_01766-RA	sol	4.9002	3.8503	1.9437	16.44	57.6869	38.4394	57.6869	0.7944	0.602	0.8847
OG_18368	AAUR_08376-RA	soc	11.9364	10.129	5.479	5.9013	APUR_11058-RA	sol	7.4357	9.023	9.004	5.905	LCAL_09391-RA	soc	8.837	2.4119	5.1882	8.6321	LFIG_09446-RA	sol	10.3663	6.1473	5.6181	4.402	LLEU_09232-RA	sol	10.3377	8.6961	4.7429	6.5562	LMAR_08814-RA	soc	5.1284	3.7395	3.2714	2.0269	LPAU_08261-RA	soc	12.0904	13.1824	16.8338	12.0743	LVIE_04173-RA	sol	14.0733	13.7356	6.4773	5.1028	16.8338	16.8338	14.0733	0.5446	0.5643	0.4621
OG_10424	AAUR_07658-RA	soc	1.9668	4.7873	5.2201	6.5301	APUR_00265-RA	sol	8.6828	16.3496	5.0479	13.3568	LCAL_07660-RA	soc	3.0404	5.4231	1.7939	5.6133	LFIG_08288-RA	sol	4.8111	3.9933	2.1587	5.7838	LLEU_00822-RA	sol	4.4463	5.6165	1.4504	7.5459	LMAR_03520-RA	soc	4.6859	9.9232	4.8962	8.0751	LPAU_04488-RA	soc	2.9182	5.8852	2.1328	10.6313	LVIE_07789-RA	sol	4.6462	6.1504	4.1093	12.615	16.3496	10.6313	16.3496	0.6568	0.5429	0.6313
OG_15265	AAUR_03186-RA	soc	20.0225	27.953	18.1311	19.4645	APUR_06014-RA	sol	15.5864	27.9678	14.6008	17.9144	LCAL_10653-RA	soc	26.5514	46.8605	29.5098	46.9914	LFIG_05058-RA	sol	43.1138	48.7037	32.9548	49.4762	LLEU_05297-RA	sol	17.868	21.3121	18.9577	33.5515	LMAR_10143-RA	soc	20.3282	26.9449	23.4552	27.1855	LPAU_10355-RA	soc	20.4834	62.5906	27.6326	33.5911	LVIE_06334-RA	sol	17.1434	19.0452	29.401	21.6922	62.5906	62.5906	49.4762	0.5648	0.5579	0.4882
OG_14910	AAUR_07078-RA	soc	79.3684	137.8717	216.2205	69.6607	APUR_09164-RA	sol	62.7773	102.5966	552.3433	61.0492	LCAL_06878-RA	soc	96.6249	113.6901	65.2716	56.1378	LFIG_00424-RA	sol	71.9286	68.4536	60.3018	20.3713	LLEU_08147-RA	sol	61.0366	128.4395	638.9309	30.9006	LMAR_09776-RA	soc	129.4178	99.6186	151.8219	55.934	LPAU_02313-RA	soc	102.3345	99.1291	7.2831	34.5722	LVIE_11285-RA	sol	38.7487	51.9686	163.1062	24.1297	638.9309	216.2205	638.9309	0.8479	0.5996	0.8437
OG_16822	AAUR_07572-RA	soc	114.8685	173.6302	188.0131	188.1301	APUR_00336-RA	sol	131.0972	151.0047	397.8595	138.9819	LCAL_02652-RA	soc	136.3977	150.7904	458.4434	167.5871	LFIG_03010-RA	sol	541.7371	255.6756	140.9743	286.7069	LLEU_02175-RA	sol	139.2562	195.0725	324.9792	237.151	LMAR_10735-RA	soc	120.245	210.909	315.42	172.8296	LPAU_00641-RA	soc	124.1361	175.331	370.159	186.5279	LVIE_09014-RA	sol	122.3235	144.5542	179.8651	151.466	541.7371	458.4434	541.7371	0.6278	0.5936	0.6312
OG_16185	AAUR_02066-RA	soc	6.9584	7.7884	3.7798	5.5649	APUR_02163-RA	sol	8.2592	8.8843	2.8154	4.6221	LCAL_05292-RA	soc	14.3502	8.1763	4.1964	6.4255	LFIG_06728-RB	sol	9.9161	5.0591	4.2719	4.4474	LLEU_04815-RA	sol	12.9221	7.3416	5.1496	6.5301	LMAR_06276-RB	soc	9.1987	7.9063	4.2624	5.9817	LPAU_05219-RA	soc	9.9788	8.4286	6.3084	6.0415	LVIE_00507-RA	sol	16.0641	6.4472	3.4651	4.7606	16.0641	14.3502	16.0641	0.5778	0.5308	0.6062
OG_11808	AAUR_08945-RA	soc	1.9511	4.5214	0.459	5.113	APUR_07760-RA	sol	0.9801	1.0947	0.0703	2.8119	LCAL_10529-RA	soc	0.5912	1.1972	0.742	2.0082	LFIG_07137-RA	sol	0.987	1.1655	2.88	3.4092	LLEU_10332-RA	sol	0.4735	1.9544	3.3315	57.0653	LMAR_08625-RA	soc	4.3339	4.6144	2.8334	5.1489	LPAU_10820-RA	soc	2.0852	1.2873000000000001	1.6083	1.3368	LVIE_07256-RA	sol	0.7319	2.2911	0.0847	24.0276	57.0653	5.1489	57.0653	0.9513	0.5509	0.9459
OG_14900	AAUR_07022-RA	soc	4.8571	6.8258	3.5485	2.1215	APUR_09228-RA	sol	15.5738	9.4202	5.3601	5.5785	LCAL_06541-RA	soc	9.4409	8.0479	10.0349	8.0118	LFIG_00862-RA	sol	11.4393	14.3008	5.6883	13.3047	LLEU_07903-RA	sol	19.4066	8.4286	12.1805	10.2673	LMAR_05871-RA	soc	26.1686	15.5493	8.1322	14.8256	LPAU_02036-RA	soc	14.3592	13.155	3.8367	9.8635	LVIE_10931-RA	sol	6.8453	8.9658	5.9918	4.3372	26.1686	26.1686	19.4066	0.6429	0.6622	0.527
OG_13701	AAUR_00994-RA	soc	61.1881	35.0483	227.9531	107.8801	APUR_04873-RA	sol	111.4327	52.697	122.749	127.9324	LCAL_01343-RA	soc	66.587	47.6336	167.1301	105.418	LFIG_01961-RA	sol	82.2542	51.7676	235.8126	101.0942	LLEU_03322-RA	sol	56.5695	59.4776	75.8659	41.6999	LMAR_00165-RA	soc	50.6956	36.0508	430.9326	56.0199	LPAU_05236-RA	soc	81.9477	59.5501	182.4598	88.8813	LVIE_04065-RA	sol	83.3978	46.1736	302.6779	104.5487	430.9326	430.9326	302.6779	0.7731	0.7874	0.7019
OG_17028	AAUR_00802-RA	soc	32.5006	38.0759	18.4017	33.4489	APUR_03130-RA	sol	46.3199	51.3501	53.4298	41.1855	LCAL_05860-RA	soc	33.1215	33.2338	40.7585	30.305	LFIG_03920-RA	sol	34.959	21.3254	33.6628	22.6381	LLEU_00160-RA	sol	22.5603	14.1049	23.4043	14.0789	LMAR_01275-RA	soc	74.5093	54.6592	96.8219	73.0265	LPAU_03703-RA	soc	34.2051	29.5653	32.2648	26.4808	LVIE_10152-RA	sol	49.7312	32.9399	56.4366	32.7218	96.8219	96.8219	56.4366	0.6217	0.5975	0.416
OG_16558	AAUR_04452-RA	soc	3.1586	764.7926	12.0356	466.9702	APUR_01239-RA	sol	5.7848	96.911	9.6188	137.905	LCAL_02200-RA	soc	36.7495	64.7258	16.5378	103.3209	LFIG_02543-RA	sol	6.3189	18.1966	5.3459	12.1806	LLEU_02516-RA	sol	16.433	1180.8174	3.7447	1035.4149	LMAR_03233-RA	soc	3.9234	24.4373	3.6469	10.0258	LPAU_00174-RA	soc	23.4379	391.5776	9.5154	500.2473	LVIE_08655-RA	sol	6.7887	915.7892	3.0922	334.895	1180.8174	764.7926	1180.8174	0.8622	0.8544	0.8527
OG_16525	AAUR_04384-RA	soc	9.4988	7.8346	5.692	7.0366	APUR_01018-RA	sol	9.3797	7.914	5.1851	7.141	LCAL_02632-RA	soc	17.2944	13.905	11.2282	13.1592	LFIG_02989-RA	sol	11.6481	5.8744	15.5432	5.2854	LLEU_01995-RA	sol	15.0191	16.8303	12.0688	10.892	LMAR_10756-RA	soc	18.3501	17.5882	11.0304	14.9712	LPAU_00618-RA	soc	14.423	16.8749	16.2521	13.6592	LVIE_08997-RA	sol	19.4066	14.2444	10.7371	5.7172	19.4066	18.3501	19.4066	0.3978	0.3081	0.4728
OG_17298	AAUR_13298-RA	soc	76.0942	191.7664	2.0435	20.984	APUR_00915-RA	sol	68.5904	97.5166	1.3106	8.1974	LCAL_02106-RA	soc	43.5845	51.2444	0.691	7.4564	LFIG_02446-RA	sol	29.1831	49.5513	0.3301	3.1927	LLEU_02604-RA	sol	77.4852	140.4735	0.3359	5.6792	LMAR_03327-RA	soc	40.2759	87.7479	1.7984	4.8601	LPAU_00090-RA	soc	42.572	50.4753	1.1361	4.7275	LVIE_09211-RA	sol	42.436	120.4794	0.5342	15.6225	191.7664	191.7664	140.4735	0.8155	0.8485	0.753
OG_15790	AAUR_06152-RA	soc	96.4353	26.3609	37.0781	17.8684	APUR_03742-RA	sol	148.6741	173.6302	109.2996	237.151	LCAL_07325-RA	soc	109.6217	21.1475	96.6253	28.3597	LFIG_04357-RA	sol	81.3466	25.6404	21.4228	14.9464	LLEU_07044-RA	sol	59.8512	35.089	10.3366	18.4935	LMAR_07829-RA	soc	44.5441	61.1851	44.9028	31.023	LPAU_09085-RA	soc	99.2998	41.1608	115.2717	38.2291	LVIE_02642-RA	sol	83.4402	33.7069	20.6317	24.064	237.151	115.2717	237.151	0.7593	0.5409	0.7581
OG_12538	AAUR_00474-RA	soc	71.2792	40.0579	2.8945	20.2024	APUR_08274-RA	sol	459.8405	403.5672	54.9189	138.8046	LCAL_05934-RA	soc	63.8188	36.7741	5.5318	29.7706	LFIG_03844-RA	sol	288.941	133.2176	14.108	124.7874	LLEU_00034-RA	sol	240.3861	68.0808	48.9525	31.2838	LMAR_01201-RA	soc	117.576	69.6662	4.7631	84.1996	LPAU_03623-RA	soc	78.5217	17.2405	11.7624	23.0986	LVIE_10105-RA	sol	251.1488	59.6197	51.1233	24.5518	459.8405	117.576	459.8405	0.8169	0.6827	0.7197
OG_18939	AAUR_00969-RA	soc	10.4106	1.7001	0.4872	2.1554	APUR_00798-RA	sol	0	5.9293	0	0.6374	LCAL_02581-RA	soc	7.7485	4.4034	14.2752	2.4186	LFIG_02932-RA	sol	3.2081	1.7001	2.3502	1.09	LLEU_02674-RA	sol	1.8816	1.5625	0.4218	2.1821	LMAR_02853-RA	soc	2.793	1.7298	0.7758	1.0002	LPAU_00561-RA	soc	1.8051	1.7487	2.0373	1.1108	LVIE_08949-RA	sol	7.1946	3.0918	6.7094	5.2592	14.2752	14.2752	7.1946	0.8067	0.8023	0.6662
OG_17498	AAUR_07984-RA	soc	18.9686	4.3018	32.1229	6.1803	APUR_06773-RA	sol	22.4554	3.5446	2.281	1.756	LCAL_08471-RA	soc	20.0849	7.1836	4.1386	3.7914	LFIG_08596-RA	sol	25.5953	4.9349	3.2214	3.6251	LLEU_07420-RA	sol	18.8266	4.0875	4.748	2.1136	LMAR_02618-RA	soc	32.3754	7.1131	4.2391	6.382	LPAU_11722-RA	soc	20.145	5.6244	12.6938	5.098	LVIE_02281-RA	sol	24.0232	3.2278	8.1044	2.0794	32.3754	32.3754	25.5953	0.7084	0.6745	0.716
OG_13949	AAUR_01584-RA	soc	2.0231	1.8482	1.3734	1173.1732	APUR_05094-RA	sol	84.2203	7.0107	0.1876	490.6287	LCAL_01543-RA	soc	26.3068	1.5368	0.1702	15.5881	LFIG_02193-RA	sol	0.7613	9.3642	0.2789	162.3086	LLEU_03240-RA	sol	0.3596	0.8063	0.0401	108.6152	LMAR_07623-RA	soc	0.1607	0.0873	0.4097	123.4844	LPAU_05708-RA	soc	2.0374	1.2966	0.0229	484.6631	LVIE_05146-RA	sol	0.6432	0.5199	0.6809	363.615	1173.1732	1173.1732	490.6287	0.948	0.9624	0.8995
OG_17901	AAUR_06292-RA	soc	9.1987	13.4647	28.0921	21.6237	APUR_03881-RA	sol	19.95	25.5811	81.3706	26.1451	LCAL_07560-RA	soc	26.6149	23.0483	31.6852	31.0508	LFIG_04793-RA	sol	12.1806	23.6383	12.5962	34.903	LLEU_06668-RA	sol	6.1284	10.5744	15.8378	7.008	LMAR_01881-RA	soc	25.2209	11.1732	11.7721	21.0664	LPAU_17359-RA	soc	20.5155	21.6189	41.0042	51.9712	LVIE_01959-RA	sol	9.7005	16.9591	36.8064	18.2682	81.3706	51.9712	81.3706	0.7362	0.5675	0.7736
OG_19204	AAUR_03796-RA	soc	78.1533	45.3491	286.8628	144.0733	APUR_10157-RA	sol	39.9342	34.5387	56.2036	62.0081	LCAL_04332-RA	soc	37.4159	49.7552	68.6424	46.3151	LFIG_01003-RA	sol	95.6396	280.9664	302.6779	247.1766	LLEU_01559-RA	sol	50.1366	38.985	48.8305	41.0933	LMAR_04521-RA	soc	42.2403	39.038	233.7908	39.5541	LPAU_10406-RA	soc	41.0587	57.3377	99.2123	53.0041	LVIE_06481-RA	sol	27.6087	24.4821	167.9965	66.6797	302.6779	286.8628	302.6779	0.7182	0.7502	0.7176
OG_13209	AAUR_08471-RA	soc	34.9875	0.1711	0.0794	0.1087	APUR_10659-RA	sol	31.0243	0.1567	0.0313	0.2491	LCAL_09258-RA	soc	14.4545	0.6766	0.0192	0.0533	LFIG_09663-RA	sol	15.6544	0.6455	0.1154	1.2175	LLEU_09147-RA	sol	37.348	28.3823	16.1183	26.9327	LMAR_08688-RA	soc	15.3374	0.2696	0	0.156	LPAU_08113-RA	soc	14.9025	0.1556	0.11	0.1765	LVIE_04941-RA	sol	24.6315	0.2407	0.1077	0.3411	37.348	34.9875	37.348	0.8035	0.9111	0.7397
OG_15111	AAUR_02893-RA	soc	57.3579	37.5069	41.1042	33.411	APUR_06297-RA	sol	54.8601	27.0108	29.6738	34.5323	LCAL_00561-RA	soc	72.5234	35.3544	53.2813	32.4032	LFIG_05164-RB	sol	87.851	40.2269	63.5804	42.7765	LLEU_05182-RA	sol	50.1844	32.0653	66.3119	39.3158	LMAR_01727-RA	soc	73.6927	46.8457	76.0814	44.4667	LPAU_10249-RA	soc	78.695	53.7017	64.8931	47.4115	LVIE_09469-RB	sol	126.8659	41.3222	67.2375	41.1382	126.8659	78.695	126.8659	0.6016	0.3477	0.6227
OG_10045	AAUR_07318-RA	soc	0	1.1109	6.1048	2.7606	APUR_11377-RA	sol	0.3286	17.9115	0	12.0794	LCAL_03069-RA	soc	0	0	0.6587	3.4092	LFIG_07899-RA	sol	5.9702	15.5123	12.0421	23.4325	LLEU_11318-RA	sol	1.0459	0.8951	0	1.8381	LMAR_09075-RA	soc	0.8122	3.3328	1.4901	7.0944	LPAU_07691-RA	soc	1.6497	0	0.3955	4.188	LVIE_07671-RA	sol	0.2767	4.0366	53.2239	7.0228	53.2239	7.0944	53.2239	0.9179	0.7565	0.8717
OG_14815	AAUR_06837-RA	soc	76.9302	121.5625	157.1386	113.561	APUR_09457-RA	sol	97.9391	117.6466	242.4567	110.7533	LCAL_06634-RA	soc	65.8205	105.4877	235.8126	92.6815	LFIG_00103-RA	sol	66.1489	92.9068	152.8909	84.8508	LLEU_07994-RA	sol	80.8858	87.4699	156.7578	74.2281	LMAR_05957-RA	soc	104.294	120.1401	105.1225	150.9093	LPAU_01946-RA	soc	69.7376	86.9819	140.1426	92.8276	LVIE_11024-RA	sol	60.549	89.2167	119.1729	86.8682	242.4567	235.8126	242.4567	0.5586	0.5467	0.5935
OG_12097	AAUR_02745-RA	soc	39.639	88.8459	90.3434	75.1902	APUR_06443-RA	sol	44.1975	93.6337	67.1701	90.6776	LCAL_01004-RA	soc	25.1979	49.674	58.8761	48.9552	LFIG_05472-RA	sol	30.1494	135.4635	82.7442	125.1022	LLEU_05779-RA	sol	24.4735	64.2696	46.049	100.2048	LMAR_05545-RA	soc	32.4781	57.1315	65.0665	67.2483	LPAU_09898-RA	soc	24.457	44.7122	33.3761	32.7054	LVIE_00152-RA	sol	28.1484	77.8814	40.8123	57.9692	135.4635	90.3434	135.4635	0.5696	0.4513	0.5209
OG_16108	AAUR_01879-RB	soc	24.4343	8.396	8.5361	7.989	APUR_01944-RB	sol	21.816	9.1612	11.0304	8.8687	LCAL_05415-RA	soc	25.3279	8.6884	13.5689	7.9503	LFIG_10386-RA	sol	28.0724	9.6122	11.346	7.1666	LLEU_04545-RA	sol	15.976	6.1572	11.3126	6.4925	LMAR_09381-RA	soc	28.5043	10.1971	10.5727	8.563	LPAU_01505-RA	soc	23.4503	8.841	7.9593	8.1899	LVIE_01253-RA	sol	31.4195	12.0834	9.2637	9.9957	31.4195	28.5043	31.4195	0.6001	0.5728	0.6216
OG_18276	AAUR_00195-RA	soc	12.4713	18.4503	7.5585	17.0443	APUR_03538-RA	sol	7.7711	8.6961	9.4621	6.4008	LCAL_00047-RA	soc	15.2382	13.7208	7.9245	11.0757	LFIG_09900-RA	sol	6.3853	8.6757	1.8272	5.5678	LLEU_05041-RA	sol	12.9247	23.5074	17.5442	21.1039	LMAR_03940-RA	soc	8.2766	5.8316	8.7403	5.492	LPAU_05040-RA	soc	8.1441	10.5379	6.3559	8.668	LVIE_00073-RA	sol	9.159	14.5718	9.8449	18.4468	23.5074	18.4503	23.5074	0.5555	0.4686	0.5508
OG_17323	AAUR_00967-RA	soc	22.759	22.9199	42.5251	27.03	APUR_00799-RA	sol	17.6883	19.626	18.2572	23.645	LCAL_02582-RB	soc	48.1877	23.355	39.266	25.8066	LFIG_02933-RC	sol	46.1387	16.6675	60.6119	19.45	LLEU_02675-RA	sol	36.8645	43.1705	30.141	39.6085	LMAR_02852-RB	soc	41.5091	27.9784	58.0551	19.7523	LPAU_00562-RB	soc	56.6281	29.7389	41.8993	24.064	LVIE_08950-RB	sol	39.6196	40.1984	29.5762	23.6987	60.6119	58.0551	60.6119	0.47	0.4334	0.5113
OG_15895	AAUR_06388-RA	soc	150.019	52.0124	61.0453	29.9273	APUR_03973-RA	sol	105.7616	20.8775	106.77	20.0334	LCAL_07243-RA	soc	88.7646	29.2954	50.7744	23.9842	LFIG_04439-RA	sol	107.408	23.715	30.0449	21.1595	LLEU_06968-RA	sol	121.4679	22.7926	87.0153	64.8778	LMAR_02239-RA	soc	109.6217	48.2836	46.7931	45.3532	LPAU_09165-RA	soc	90.7524	33.784	34.5384	21.7661	LVIE_01591-RA	sol	101.6725	51.8974	53.6347	40.2189	150.019	150.019	121.4679	0.6246	0.6593	0.5292
OG_16838	AAUR_07622-RA	soc	35.7044	9.4949	14.4051	33.2906	APUR_00093-RA	sol	26.5396	5.4468	6.9169	10.403	LCAL_07680-RA	soc	13.0985	5.5237	9.569	7.8384	LFIG_07832-RA	sol	14.2585	4.2937	5.2548	4.6221	LLEU_00839-RA	sol	15.9664	7.1797	9.9114	8.3464	LMAR_03536-RA	soc	7.8174	7.0892	4.5833	4.5055	LPAU_04468-RA	soc	13.6089	7.447	10.37	8.9896	LVIE_07768-RA	sol	19.1219	6.0781	9.3318	6.2032	35.7044	35.7044	26.5396	0.7131	0.7057	0.6651
OG_17421	AAUR_01793-RA	soc	66.1923	46.4536	52.4987	43.892	APUR_05239-RA	sol	38.815	18.666	25.4139	22.4097	LCAL_01845-RA	soc	103.9667	71.2568	48.2421	58.3894	LFIG_01475-RA	sol	49.7312	20.2745	60.6487	35.7085	LLEU_03328-RA	sol	77.1595	22.0179	58.7334	36.6004	LMAR_00066-RA	soc	42.8093	28.9417	41.3676	56.2427	LPAU_05588-RA	soc	103.9667	37.8825	60.0307	57.3653	LVIE_03110-RA	sol	97.2028	62.8986	71.9513	68.5939	103.9667	103.9667	97.2028	0.509	0.4771	0.5407
OG_15828	AAUR_06245-RA	soc	50.371	47.7543	28.4788	25.1857	APUR_03835-RA	sol	37.1873	33.6907	11.1778	19.6873	LCAL_07182-RA	soc	31.4195	40.9498	64.0812	31.5062	LFIG_04493-RA	sol	27.9919	34.2261	36.32	30.3702	LLEU_07164-RB	sol	26.5057	36.6035	28.5099	17.7824	LMAR_02182-RA	soc	35.1837	36.2112	75.1628	26.7953	LPAU_09232-RA	soc	47.5872	36.3487	42.6756	18.9392	LVIE_01651-RA	sol	41.1762	48.2575	62.2608	38.6121	75.1628	75.1628	62.2608	0.5305	0.5002	0.4988
OG_16974	AAUR_00235-RA	soc	9.8361	20.1099	26.0558	18.8023	APUR_03454-RA	sol	15.3647	30.0949	17.9551	26.9735	LCAL_05967-RA	soc	14.5298	17.4338	24.5261	16.8544	LFIG_03812-RA	sol	13.2674	36.2228	13.5425	31.0334	LLEU_00301-RA	sol	4.0403	6.0589	8.5926	3.7914	LMAR_01162-RA	soc	40.7279	28.5961	25.2168	25.4194	LPAU_03577-RA	soc	8.8533	8.0668	5.929	6.0639	LVIE_10054-RA	sol	5.7714	14.846	11.2878	7.3572	40.7279	40.7279	36.2228	0.602	0.5805	0.6135
OG_15253	AAUR_03152-RA	soc	10.6391	19.411	13.8335	12.9411	APUR_06045-RA	sol	6.4879	19.0608	1.7277	9.62	LCAL_10791-RA	soc	6.1136	25.9202	9.6548	12.2012	LFIG_05347-RA	sol	13.4793	21.4603	10.8949	13.9773	LLEU_05716-RA	sol	15.8435	31.2199	15.7717	30.8181	LMAR_01548-RA	soc	12.44	17.3369	15.3624	10.2673	LPAU_10031-RA	soc	15.4885	12.5489	12.6106	9.0017	LVIE_01038-RA	sol	6.9352	14.5418	9.5036	19.8491	31.2199	25.9202	31.2199	0.5601	0.5117	0.5516
